movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female
763,2000000,de,9.02255,2006-03-15,137,Large,70000000,0,0,1,1,25,2006,3,0,15,-7149862,0,4,1,0,0,0,0,0,25,0,0,0,0,0,0,1,0,0,0,1,1,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,3,1,2,3,12,11,0,1,0,0,0,0,0,2,0,2,1,0,0
764,200000000,en,26.114917,2013-06-20,116,Medium,531865000,1,1,1,1,6,2013,6,0,20,74205073,0,7,2,1,0,0,0,0,6,35,6,1,1,0,0,0,1,1,1,0,0,311312624,105200903,NULL,7,2,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,1,2,2,0,12,1,2,6,1,0,0,0,0,0,0,3,0,0,0
765,0,en,2.132858,1989-03-03,115,Medium,8800000,1,0,1,1,7,1989,3,0,3,-7149862,0,3,1,1,0,0,0,0,7,11,2,1,1,0,0,0,1,1,1,0,0,104931801,NULL,NULL,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,1,0,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0
766,105000000,en,7.291872,2015-12-03,114,Medium,133718711,1,1,1,1,5,2015,12,1,3,32322910,1,4,3,1,0,0,0,0,5,7,3,4,4,10,5,0,0,1,1,1,0,301000000,32556119,215283742,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,23,15,23,4,9,6,10,18,27,4,0,0,0,1,0,0,0,1,1,1,0
767,40000000,en,6.159379,2012-02-02,107,Medium,24719215,1,1,1,1,6,2012,2,0,2,-15309317,0,3,2,1,0,0,0,0,6,28,6,13,7,10,8,1,0,1,0,1,0,196482882,194168700,29907685,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
768,20000000,en,16.205105,2007-08-17,113,Medium,121463226,1,1,1,1,4,2007,8,1,17,-33273015,0,2,1,1,0,0,0,0,4,7,7,2,1,0,0,0,0,0,1,1,1,237681299,68106245,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,6,1,0,2,0,0,0,1,0,0,0,2,0,0,0
769,0,en,6.15698,2014-02-07,98,Medium,2262223,1,1,1,0,4,2014,2,0,7,-15309317,0,3,4,1,0,0,0,0,4,21,3,24,5,18,4,0,0,1,1,1,0,154937680,215283742,374111707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,5,0,0,2,1,0,0,0,1,0,0,1,0,0,0
770,16000000,en,2.549325,1988-12-24,105,Medium,4192440,1,0,1,1,9,1988,12,1,24,32322910,0,3,3,1,0,0,0,0,9,3,3,16,6,0,0,0,0,0,1,1,1,152427960,59612888,NULL,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
771,50000000,en,10.223582,2016-06-24,139,Large,25035950,1,1,1,1,2,2016,6,0,24,74205073,0,3,1,1,0,0,0,0,2,0,0,31,7,3,3,NULL,0,1,NULL,1,0,NULL,171120329,36160375,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,6,6,7,17,2,5,2,7,10,7,2,0,0,0,2,0,2,0,1,0,0,0
772,9000000,hi,2.089842,2009-08-14,135,Large,18130000,0,1,1,1,1,2009,8,1,14,-33273015,0,NULL,1,0,0,0,0,0,1,2,2,6,6,0,0,0,1,0,1,0,0,4600000,NULL,NULL,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0
773,0,en,5.063701,1997-04-04,110,Medium,5926128,1,0,1,1,5,1997,4,0,4,-28405871,0,1,1,1,0,0,0,0,5,4,1,2,2,5,1,0,1,1,1,0,0,126297830,34585416,38290723,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,4,2,1,0,7,2,0,1,1,0,0,1,1,0,0,4,0,0,0
774,0,en,0.001272,2000-10-06,75,Short,48752,1,0,1,0,7,2000,10,1,6,-28659422,0,NULL,1,1,0,0,0,0,7,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,0,en,14.67986,2010-03-12,97,Medium,3317662,1,0,1,1,2,2010,3,0,12,-7149862,0,11,1,1,0,0,0,0,2,16,7,1,0,6,0,0,0,1,1,1,0,217764291,NULL,227799884,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,5,6,2,4,1,21,6,0,1,1,0,0,1,1,0,0,1,0,0,0
776,0,en,2.92387,2011-04-08,40,Short,7732325,1,1,1,1,8,2011,4,0,8,-28405871,0,1,1,1,0,0,0,0,8,40,9,0,0,0,0,0,0,0,1,0,0,1004558444,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
777,130000000,en,9.566135,2008-11-18,165,Large,49554002,1,0,1,1,11,2008,11,0,18,31944703,0,5,3,1,0,0,0,1,11,22,8,12,8,3,1,1,0,1,0,1,0,384335608,459359555,144000000,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,18,8,2,7,1,11,8,24,5,1,0,0,0,1,1,0,2,0,0,0
778,150000000,en,15.884744,2016-12-16,103,Medium,331957105,1,1,1,1,11,2016,12,1,16,32322910,0,7,5,1,0,0,1,0,11,48,8,0,0,49,8,0,1,0,1,0,1,630161890,NULL,1028570889,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,5,12,1,5,3,20,8,20,6,2,0,0,0,0,1,0,5,2,0,0
779,22500000,en,18.908782,2016-11-04,116,Medium,29252978,1,1,1,1,12,2016,11,0,4,31944703,0,4,1,1,0,0,0,0,12,22,8,19,6,29,13,1,0,0,0,1,1,662845518,203427584,662845518,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,10,29,13,4,5,6,9,22,7,2,0,0,1,0,0,1,0,3,1,0,0
780,0,en,12.553657,2008-02-08,112,Medium,55447968,1,1,1,1,14,2008,2,0,8,-15309317,0,4,4,1,0,0,0,0,14,9,7,6,5,10,6,0,1,1,1,0,0,128905366,408247917,148336445,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,3,2,2,0,7,8,0,1,2,0,0,0,0,0,0,4,1,0,0
781,5000000,en,8.645067,2017-01-20,87,Short,3305592,1,1,1,1,6,2017,1,0,20,-50746591,0,3,2,1,0,1,0,0,6,18,12,15,5,10,3,1,0,1,0,1,0,709827462,219076518,134095253,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,13,2,3,2,14,10,0,2,0,0,0,1,0,0,0,3,1,0,0
782,13000000,en,4.654312,2016-02-05,123,Large,1646788,1,1,1,1,4,2016,2,0,5,-15309317,0,2,1,1,0,0,0,0,4,7,7,9,8,14,3,0,1,0,1,0,1,1519557910,1405403694,187361754,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,6,1,10,3,6,2,9,8,4,4,0,0,0,0,1,0,0,1,1,0,0
783,40000000,en,13.689855,1989-11-20,108,Medium,332000000,1,1,1,1,17,1989,11,0,20,31944703,0,3,1,1,0,0,0,0,17,2,2,8,3,8,4,0,0,1,1,1,0,110996879,87000000,87987055,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3,1,1,6,1,2,0,9,1,0,5,2,0,0,2,0,0,0,3,0,0,0
784,0,en,4.582718,1992-07-10,105,Medium,22697691,1,0,1,0,2,1992,7,0,10,40981593,0,3,1,1,0,0,0,0,2,8,5,6,6,12,3,1,0,0,0,1,1,356830601,103173635,190458706,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,1,1,2,1,0,19,1,0,1,3,0,1,0,1,0,0,12,0,0,0
785,0,en,2.614785,1993-09-10,90,Short,12416686,1,0,1,1,5,1993,9,1,10,-37667937,0,1,1,1,0,0,0,0,5,5,0,10,1,2,2,1,0,1,0,1,0,41382841,87987055,20915465,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0
786,2500000,en,2.296734,1993-01-10,95,Medium,764083,1,0,1,1,7,1993,1,0,10,-50746591,0,3,1,1,0,0,0,0,7,5,2,4,4,1,1,1,1,0,0,0,1,153083102,136766062,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787,19000000,en,8.385361,2004-07-10,95,Medium,70067909,1,1,1,1,13,2004,7,0,10,40981593,0,4,2,1,0,0,0,0,13,4,4,7,6,1,1,1,1,0,0,0,1,58795814,287553595,110230332,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,2,1,0,17,1,0,2,1,0,0,1,0,1,0,7,0,0,2
788,1601792,es,2.329513,2005-05-15,96,Medium,253527,0,0,1,0,3,2005,5,0,15,21757736,0,3,5,0,0,0,1,0,3,0,0,0,0,0,0,0,1,1,1,0,0,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
789,0,en,3.457153,2015-01-25,89,Short,2334228,1,1,1,0,7,2015,1,0,25,-50746591,0,NULL,1,1,0,0,0,0,7,0,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,94000000,zh,6.587711,2011-12-15,145,Large,95311434,0,1,1,0,2,2011,12,1,15,32322910,0,3,2,1,0,0,0,1,2,20,6,0,0,2,2,0,0,0,1,0,0,1004558444,NULL,121059225,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,5,3,2,4,0,3,14,6,1,0,0,0,0,1,0,0,0,0,0,0
791,1300000,en,5.184013,1971-01-15,99,Medium,72266306,1,0,1,1,5,1971,1,0,15,-50746591,0,2,1,1,0,0,0,0,5,0,0,0,0,6,0,0,0,0,1,1,0,NULL,NULL,36000000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
792,40000000,en,17.496832,1989-11-17,83,Short,222300000,1,0,1,1,11,1989,11,0,17,31944703,0,2,1,1,1,0,0,0,11,0,0,1,0,1,1,1,0,0,0,1,1,NULL,NULL,NULL,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,10,2,0,6,6,7,10,0,0,0,0,0,0,0,3,0,0,1
793,13000000,en,10.890236,2000-12-15,83,Short,73180723,1,0,1,1,15,2000,12,1,15,32322910,0,2,1,1,1,0,0,1,15,1,1,2,2,12,2,0,0,1,1,1,0,NULL,235483004,70136369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,7,27,10,4,9,3,14,23,5,2,0,0,2,2,0,2,0,4,0,0,0
794,40000000,en,2.947411,2002-11-27,93,Short,10959475,1,0,1,1,1,2002,11,0,27,31944703,0,3,1,1,0,0,0,0,1,6,4,8,2,3,2,0,0,0,1,0,1,4152230,137298489,117487473,3,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,0,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0
795,25000000,en,14.141837,2010-12-17,116,Medium,93617009,1,1,1,1,11,2010,12,1,17,32322910,0,1,1,1,0,0,0,0,11,18,8,19,7,13,9,0,0,1,1,1,0,325756637,1004558444,162966177,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,5,4,3,0,19,3,3,6,2,0,1,0,1,2,0,2,0,0,0
796,13000000,en,24.515462,1991-08-30,90,Short,20560255,1,0,1,1,8,1991,8,1,30,-33273015,0,1,2,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,0,1,NULL,NULL,NULL,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,11,2,1,2,0,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0
797,8,ko,4.222195,2005-08-04,133,Large,33579813,0,1,1,0,3,2005,8,1,4,-33273015,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0
798,0,en,5.159349,2015-04-19,102,Medium,4631,1,1,1,1,7,2015,4,0,19,-28405871,0,3,1,1,0,0,0,0,7,0,0,23,3,4,4,NULL,0,0,NULL,1,1,NULL,274470394,307166834,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
799,0,en,3.215954,2009-03-31,89,Short,66456,1,1,1,1,0,2009,3,0,31,-7149862,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,NULL,120000000,NULL,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,6,3,2,4,1,9,7,2,1,1,0,0,0,0,0,0,1,0,0,0
800,110000000,en,16.747793,2010-06-10,117,Medium,177238796,1,1,1,1,6,2010,6,0,10,74205073,1,8,1,1,1,0,1,0,6,34,9,11,10,9,5,0,0,1,1,1,0,748806957,459270619,128905366,3,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,25,5,23,8,2,1,1,16,10,12,4,2,0,0,1,0,0,0,5,0,0,0
801,5000000,en,8.585856,2015-07-30,108,Medium,58978653,1,1,1,1,5,2015,7,0,30,40981593,0,5,1,1,0,0,0,0,5,25,9,11,7,14,6,0,1,0,1,0,1,231411584,154026136,850000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,4,2,4,3,3,1,12,8,1,1,0,0,0,0,0,0,0,2,1,0,0
802,3000000,en,12.822085,2016-05-27,94,Medium,14016568,1,1,1,1,4,2016,5,0,27,21757736,0,5,5,1,0,0,0,0,4,16,4,5,4,1,1,1,0,0,0,1,0,300257475,698491347,16374328,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,1,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,1
803,7000000,en,3.18614,2010-08-01,108,Medium,453079,1,1,1,1,2,2010,8,1,1,-33273015,0,4,2,1,0,0,0,0,2,14,3,9,5,10,1,0,0,1,1,1,0,55447968,100523181,374218673,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,9,2,0,2,1,0,0,0,1,0,0,4,1,0,0
804,15000000,en,11.179855,1973-11-08,83,Short,32056467,1,0,1,1,13,1973,11,0,8,31944703,0,1,1,1,0,0,0,0,13,0,0,2,1,4,0,0,0,0,1,0,1,NULL,NULL,60000000,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0
805,20000000,en,10.605851,2003-02-07,72,Short,135680000,1,0,1,1,14,2003,2,0,7,-15309317,0,4,2,1,0,0,0,0,14,18,5,4,3,4,1,0,0,1,1,1,0,110879513,55707411,50021959,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0
806,14000000,en,11.535478,2012-03-02,119,Large,13551174,1,0,1,1,3,2012,3,0,2,-7149862,0,11,2,1,0,0,0,0,3,29,11,50,7,11,4,1,0,0,0,1,1,521311860,330444045,1004558444,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0
807,3000000,en,7.351028,2001-01-18,100,Medium,18492362,1,1,1,0,12,2001,1,0,18,-50746591,0,2,1,1,0,0,0,0,12,0,0,0,0,0,0,NULL,0,0,NULL,1,1,NULL,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
808,0,tr,4.433261,2011-09-23,150,Large,138730,0,0,1,0,6,2011,9,1,23,-37667937,0,3,2,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,5,6,2,3,0,0,0,0,0,0,0,1,0,0,0
809,0,en,13.567726,2013-07-05,90,Short,32846,1,0,1,1,3,2013,7,0,5,40981593,0,2,1,1,0,0,0,0,3,1,1,1,1,1,1,0,0,0,0,1,0,81010,NULL,NULL,4,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,4,2,0,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0
810,75000000,en,18.311054,2016-10-13,121,Large,220021259,1,1,1,1,9,2016,10,1,13,-28659422,0,5,2,1,0,0,0,0,9,41,6,12,7,7,6,0,1,0,1,0,1,527068851,123726688,426480871,18,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,3,4,3,2,0,5,1,0,2,0,0,0,0,0,0,0,1,0,0,0
811,42000000,en,9.874043,1999-05-13,124,Large,363889678,1,1,1,1,15,1999,5,0,13,21757736,0,4,2,1,0,0,1,0,15,14,6,8,4,0,0,1,0,1,0,1,0,174999005,254700832,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,1,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
812,0,en,5.50751,1985-08-16,113,Medium,1400000,1,0,1,1,4,1985,8,1,16,-33273015,0,2,1,1,0,0,0,0,4,4,4,0,0,1,1,0,0,1,1,1,0,NULL,NULL,NULL,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
813,33000000,en,11.840557,1998-09-18,98,Medium,244386864,1,0,1,1,7,1998,9,1,18,-37667937,0,1,1,1,0,0,0,0,7,11,4,3,3,0,0,0,0,0,1,1,1,72179579,263920180,NULL,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,1,1,0,5,2,0,3,0,0,0,1,0,0,0,1,0,0,0
814,15000000,en,3.94159,2006-10-20,95,Medium,21000000,1,0,1,0,1,2006,10,1,20,-28659422,0,3,2,1,0,0,0,0,1,1,1,9,7,0,0,0,1,0,1,0,1,NULL,161626121,NULL,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
815,50000000,en,12.229381,1996-08-09,97,Medium,42277365,1,1,1,1,7,1996,8,1,9,-33273015,0,2,1,1,0,0,0,0,7,13,4,5,1,11,6,0,0,0,1,1,1,152368585,5438927,60611975,11,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,13,1,2,5,1,1,0,3,2,0,5,0,0,0,0,0,0,0,2,1,0,1
816,32000000,en,11.119707,2005-09-23,96,Medium,60740827,1,0,1,1,16,2005,9,1,23,-37667937,0,3,3,1,0,0,0,0,16,15,4,6,4,0,0,0,1,0,1,0,0,926287400,161626121,NULL,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,2,2,2,0,11,9,0,3,1,0,0,1,0,0,0,1,1,0,0
817,12000000,en,9.592265,1996-02-16,92,Short,41205099,1,0,1,1,5,1996,2,0,16,-15309317,0,3,1,1,0,0,0,0,5,1,1,6,3,6,5,0,0,0,1,1,1,26488734,20240128,NULL,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
818,100000,en,1.522753,1972-08-01,90,Short,22000000,1,0,1,1,8,1972,8,1,1,-33273015,0,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
819,0,en,14.307672,2015-12-17,92,Short,233755553,1,1,1,1,5,2015,12,1,17,32322910,0,5,1,1,0,0,0,0,5,0,0,0,0,19,1,NULL,NULL,0,NULL,NULL,1,NULL,NULL,631442092,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,0,0,2,1,0,4,0,0,0,1,0,0,0,0,0,0,1
820,1000000,en,2.678923,2001-11-23,107,Medium,2402459,1,0,1,1,1,2001,11,0,23,31944703,0,1,1,1,0,0,0,0,1,1,1,13,6,3,2,0,1,1,1,0,0,NULL,216614388,21567853,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
821,4000000,en,5.350658,2013-09-02,99,Medium,9221,1,0,1,1,12,2013,9,1,2,-37667937,0,2,1,1,0,0,0,0,12,4,3,3,2,2,2,0,0,0,0,1,0,14347000,14347000,1031243,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,2,6,3,2,1,0,12,4,0,1,1,0,0,0,0,0,0,0,0,0,0
822,886000,en,6.507597,1936-08-27,103,Medium,2600000,1,0,1,1,2,1936,8,1,27,-33273015,0,1,1,1,0,0,0,0,2,1,1,3,3,0,0,0,1,0,1,0,1,3202000,3202000,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,4,2,1,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0
823,50000000,en,9.082538,2004-10-15,107,Medium,170128460,1,1,1,1,3,2004,10,1,15,-28659422,0,1,1,1,0,0,0,0,3,17,3,14,7,18,5,0,1,1,1,0,0,309457509,77745568,112892319,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,2,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,1
824,0,en,9.555852,1962-03-07,81,Short,1250000,1,0,1,1,6,1962,3,0,7,-7149862,0,2,1,1,1,0,0,0,6,3,1,0,0,1,0,0,1,0,1,0,1,11000000,NULL,NULL,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0
825,110000000,en,8.555544,2004-04-02,76,Short,103951461,1,1,1,1,3,2004,4,0,2,-28405871,0,1,1,1,0,0,0,0,3,2,0,9,3,11,4,1,1,1,0,0,0,NULL,431971116,182290266,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,13,0,2,8,0,7,15,1,8,0,0,0,0,0,0,0,1,0,0,0
826,2700000,en,7.048957,2004-02-10,80,Short,15992615,1,1,1,1,9,2004,2,0,10,-15309317,0,3,1,1,1,0,0,0,9,12,4,6,2,11,1,0,1,0,1,0,1,235860116,53898845,474171806,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,3,0,0,7,0,0,0,0,0,1,0,1,0,0,3
827,3860000,zh,8.959821,2013-01-08,130,Large,64076736,0,0,1,1,4,2013,1,0,8,-50746591,0,6,2,0,0,0,0,1,4,6,2,8,1,0,0,0,1,1,1,0,0,121059225,347325802,NULL,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
828,10000000,zh,3.759301,2015-07-10,89,Short,150000000,0,0,1,1,0,2015,7,0,10,40981593,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
829,54000000,en,11.415316,2003-08-01,121,Large,7266209,1,1,1,1,8,2003,8,1,1,-33273015,0,3,1,1,0,0,0,0,8,17,9,12,6,0,0,0,1,0,1,0,1,94935764,77745568,NULL,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,2,5,1,6,5,0,1,2,0,0,0,0,2,0,2,0,0,0
830,500000,en,0.892007,2009-01-01,78,Short,11276,1,1,1,1,0,2009,1,0,1,-50746591,0,NULL,0,1,0,0,0,0,0,5,3,0,0,1,1,0,1,0,1,0,1,114908830,NULL,31670620,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
831,6000000,en,2.447359,1976-12-16,139,Large,161000000,1,0,1,0,3,1976,12,1,16,32322910,0,2,1,1,0,0,0,0,3,2,0,1,1,1,1,0,0,0,0,1,1,33208099,NULL,21700000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,7,0,7,0,0,0,0,0,0,0,0,0,0,0
